"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверяет, что после удаления одного из товаров из корзины,количество товаров уменьшается корректно","2049","checkRemoveProducts","Surefire suite","Sun Jun 22 21:01:39 GMT 2025","passed","Sun Jun 22 21:01:41 GMT 2025","tests.CartTest","Surefire test","tests.CartTest","checkRemoveProducts"
"Проверяет, что при нажатии кнопки 'X' в бургер-меню оно закрывается","1603","checkCloseBurgerMenu","Surefire suite","Sun Jun 22 21:02:21 GMT 2025","passed","Sun Jun 22 21:02:23 GMT 2025","tests.NavigationModuleTest","Surefire test","tests.NavigationModuleTest","checkCloseBurgerMenu"
"Проверяет, что итоговая сумма стоимости выбранных товаров совпадает с отображаемой на шаге оформления заказа","943","checkProductsTotalPrice","Surefire suite","Sun Jun 22 21:01:47 GMT 2025","passed","Sun Jun 22 21:01:48 GMT 2025","tests.CheckoutTest","Surefire test","tests.CheckoutTest","checkProductsTotalPrice"
"Проверяет, что товары, удаленные на странице продуктов, не отображаются в корзине","889","checkRemoveProducts","Surefire suite","Sun Jun 22 21:01:59 GMT 2025","passed","Sun Jun 22 21:02:00 GMT 2025","tests.ProductsTest","Surefire test","tests.ProductsTest","checkRemoveProducts"
"Проверяет, что при попытке продолжить оформление заказа с пустым полем 'First Name' отображается корректное сообщение об ошибке","774","verifyCheckoutWithEmptyFirstNameField","Surefire suite","Sun Jun 22 21:01:53 GMT 2025","passed","Sun Jun 22 21:01:53 GMT 2025","tests.CheckoutTest","Surefire test","tests.CheckoutTest","verifyCheckoutWithEmptyFirstNameField"
"Проверяет, что количество товаров, добавленных в корзину, отображается корректно","682","checkNumberAddedProducts","Surefire suite","Sun Jun 22 21:01:38 GMT 2025","passed","Sun Jun 22 21:01:38 GMT 2025","tests.CartTest","Surefire test","tests.CartTest","checkNumberAddedProducts"
"Проверяет, что при нажатии на бургер-меню в корзине оно успешно открывается","1039","checkOpenBurgerMenu","Surefire suite","Sun Jun 22 21:02:25 GMT 2025","passed","Sun Jun 22 21:02:26 GMT 2025","tests.NavigationModuleTest","Surefire test","tests.NavigationModuleTest","checkOpenBurgerMenu"
"Проверяет, что при корректном вводе имени, и пароля происходит авторизация.","460","checkSuccessLogin","Surefire suite","Sun Jun 22 21:02:04 GMT 2025","passed","Sun Jun 22 21:02:05 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkSuccessLogin"
"Проверяет, что при нажатии кнопки 'Cart' открывается корзина","540","checkOpenCart","Surefire suite","Sun Jun 22 21:02:26 GMT 2025","passed","Sun Jun 22 21:02:27 GMT 2025","tests.NavigationModuleTest","Surefire test","tests.NavigationModuleTest","checkOpenCart"
"Проверяет, что кнопка 'Back to products' на странице деталей товара возвращает юзера на страницу Products.","652","checkBackToProductsButtonFromDetailsPage","Surefire suite","Sun Jun 22 21:02:06 GMT 2025","passed","Sun Jun 22 21:02:07 GMT 2025","tests.ProductsDetailTest","Surefire test","tests.ProductsDetailTest","checkBackToProductsButtonFromDetailsPage"
